stock_id,stock_received_date,facility_name,drug_id,drug_name,quantity_received,supplier,batch_number,expiry_date,delivery_delay_days
GRN-20201104-0950,2020-11-04,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,778,Cipla Quality Chemicals,72SBROIP,2023-02-13,3
GRN-20201104-0951,2020-11-04,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,433,Cipla Quality Chemicals,H0ULNV9S,2021-12-29,3
GRN-20201107-0952,2020-11-07,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,2674,EMHS Uganda,MPFO1PZM,2023-02-16,4
GRN-20201107-0953,2020-11-07,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,1122,National Medical Stores,M19K6FWK,2022-09-03,6
GRN-20201108-0954,2020-11-08,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,1034,Joint Medical Store,XDN7G4R0,2023-01-01,2
GRN-20201109-0955,2020-11-09,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,621,EMHS Uganda,Z8CMXJAU,2021-12-14,3
GRN-20201109-0956,2020-11-09,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,1695,Joint Medical Store,72K8G9VF,2022-08-11,5
GRN-20201109-0957,2020-11-09,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,625,EMHS Uganda,UIQ1CQ0J,2021-12-01,3
GRN-20201110-0958,2020-11-10,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,1262,Joint Medical Store,V2GKF4IS,2023-03-10,6
GRN-20201112-0959,2020-11-12,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,905,EMHS Uganda,FZY8U4IP,2023-03-24,0
GRN-20201112-0960,2020-11-12,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,628,National Medical Stores,DTZWIPDI,2022-03-02,5
GRN-20201113-0961,2020-11-13,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,505,Abacus Pharma,0SNP2JVC,2023-03-03,3
GRN-20201114-0962,2020-11-14,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1376,Cipla Quality Chemicals,Z8W9SUI2,2022-02-07,7
GRN-20201114-0963,2020-11-14,Allan Galpin Health Center,D007,Azithromycin 250mg Tablets,1132,Joint Medical Store,9RYO2JKG,2022-12-22,1
GRN-20201114-0964,2020-11-14,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,4681,EMHS Uganda,1POWFE54,2022-02-11,6
GRN-20201114-0965,2020-11-14,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1640,National Medical Stores,Q077JWVP,2023-04-11,5
GRN-20201116-0966,2020-11-16,Allan Galpin Health Center,D002,Artesunate Injection 60mg,806,National Medical Stores,VBSVCYMT,2022-09-28,7
GRN-20201116-0967,2020-11-16,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,737,Cipla Quality Chemicals,2MHOZRUC,2022-05-22,5
GRN-20201116-0968,2020-11-16,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,1303,EMHS Uganda,YS5RZY5X,2023-03-14,5
GRN-20201117-0969,2020-11-17,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1791,Abacus Pharma,VVVR6F4K,2022-10-03,7
GRN-20201118-0970,2020-11-18,Allan Galpin Health Center,D028,ORS Sachets,1753,Joint Medical Store,APQQUK6P,2022-03-09,4
GRN-20201118-0971,2020-11-18,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1313,Abacus Pharma,F8DMLXD8,2022-03-29,0
GRN-20201119-0972,2020-11-19,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,1053,Quality Chemicals Industries,GGW0KDDR,2021-12-21,6
GRN-20201120-0973,2020-11-20,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,700,National Medical Stores,1RIA5LJI,2022-01-19,0
GRN-20201123-0974,2020-11-23,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1774,National Medical Stores,NJ7QJMIY,2022-05-04,5
GRN-20201123-0975,2020-11-23,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,527,Cipla Quality Chemicals,CIIS33K1,2023-01-02,5
GRN-20201124-0976,2020-11-24,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,1657,EMHS Uganda,6LQBMGB6,2023-01-11,1
GRN-20201125-0977,2020-11-25,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,1980,Quality Chemicals Industries,1LSI2MPQ,2022-01-24,4
GRN-20201125-0978,2020-11-25,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,420,Quality Chemicals Industries,JOUN5WSV,2022-09-04,6
GRN-20201128-0979,2020-11-28,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,774,Quality Chemicals Industries,EYBJVM8F,2022-09-22,4
GRN-20201129-0980,2020-11-29,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,1302,EMHS Uganda,02HP4G3N,2023-01-18,1
GRN-20201129-0981,2020-11-29,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,1372,Joint Medical Store,S3SER0PA,2022-08-17,6
GRN-20201129-0982,2020-11-29,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,460,National Medical Stores,KD8JK585,2022-11-24,2
GRN-20201130-0983,2020-11-30,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,701,EMHS Uganda,OJTGFZGR,2022-03-03,1
GRN-20201201-0984,2020-12-01,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,747,Quality Chemicals Industries,PIOT9IYM,2023-02-22,7
GRN-20201201-0985,2020-12-01,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,418,National Medical Stores,QGJ63YZC,2022-09-09,7
GRN-20201201-0986,2020-12-01,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,997,National Medical Stores,EYE24Y7Q,2022-08-20,3
GRN-20201201-0987,2020-12-01,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,358,Quality Chemicals Industries,VX0PPTBS,2022-10-29,4
GRN-20201202-0988,2020-12-02,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,728,Quality Chemicals Industries,RKM4WJ38,2023-03-13,2
GRN-20201202-0989,2020-12-02,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,1028,National Medical Stores,HTZH8ASD,2023-01-26,7
GRN-20201203-0990,2020-12-03,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,1322,Cipla Quality Chemicals,1XA2UEBZ,2021-12-15,4
GRN-20201204-0991,2020-12-04,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,1736,Abacus Pharma,L1Y6VWC3,2022-07-24,1
GRN-20201204-0992,2020-12-04,Allan Galpin Health Center,D021,Metformin 850mg Tablets,1707,Abacus Pharma,1I63AI2R,2023-01-21,0
GRN-20201205-0993,2020-12-05,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,620,National Medical Stores,3TIPQ5BS,2022-11-09,5
GRN-20201206-0994,2020-12-06,Allan Galpin Health Center,D002,Artesunate Injection 60mg,1178,Joint Medical Store,XHXDGEPX,2023-03-31,2
GRN-20201206-0995,2020-12-06,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,703,Joint Medical Store,FABHHBIG,2022-08-14,2
GRN-20201206-0996,2020-12-06,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,3111,Cipla Quality Chemicals,1F0E4BHI,2022-02-14,1
GRN-20201206-0997,2020-12-06,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,670,EMHS Uganda,618G326M,2022-08-09,2
GRN-20201208-0998,2020-12-08,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1679,National Medical Stores,8YETA7AV,2022-05-17,3
GRN-20201208-0999,2020-12-08,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,761,Joint Medical Store,OSSKHSUT,2022-08-13,1
GRN-20201209-1000,2020-12-09,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,2850,National Medical Stores,6IE5I6BX,2022-01-14,4
GRN-20201209-1001,2020-12-09,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,453,Cipla Quality Chemicals,OGYHGW52,2022-12-10,2
GRN-20201210-1002,2020-12-10,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,2931,Quality Chemicals Industries,T1YA0I1O,2022-09-16,2
GRN-20201210-1003,2020-12-10,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,2012,Cipla Quality Chemicals,AVB5X0YC,2022-09-17,7
GRN-20201211-1004,2020-12-11,Allan Galpin Health Center,D028,ORS Sachets,1283,Cipla Quality Chemicals,CZPYMGF3,2022-07-09,5
GRN-20201212-1005,2020-12-12,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,1855,Cipla Quality Chemicals,VXE9HI28,2022-02-14,5
GRN-20201214-1006,2020-12-14,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,2011,Joint Medical Store,L8YGXBNX,2022-07-17,5
GRN-20201215-1007,2020-12-15,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,792,Cipla Quality Chemicals,40M170BS,2022-11-15,6
GRN-20201216-1008,2020-12-16,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,811,Quality Chemicals Industries,CSXB0SY6,2022-02-12,1
GRN-20201216-1009,2020-12-16,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1198,Quality Chemicals Industries,HLLPT4XX,2022-06-22,3
GRN-20201217-1010,2020-12-17,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1041,Quality Chemicals Industries,9ALMK93O,2022-07-02,5
GRN-20201217-1011,2020-12-17,Allan Galpin Health Center,D007,Azithromycin 250mg Tablets,1297,EMHS Uganda,HPIGVD6P,2022-06-06,4
GRN-20201219-1012,2020-12-19,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,1526,Cipla Quality Chemicals,M55TF9T5,2022-09-27,6
GRN-20201219-1013,2020-12-19,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,1580,Quality Chemicals Industries,47JR6RXK,2022-07-13,0
GRN-20201219-1014,2020-12-19,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1122,EMHS Uganda,S8N5MN4X,2023-05-17,2
GRN-20201219-1015,2020-12-19,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,300,Cipla Quality Chemicals,VV2RXOS0,2022-08-26,4
GRN-20201220-1016,2020-12-20,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,623,Cipla Quality Chemicals,89SF3DUY,2022-08-13,5
GRN-20201221-1017,2020-12-21,Allan Galpin Health Center,D021,Metformin 850mg Tablets,2392,National Medical Stores,40WFBW89,2022-02-14,6
GRN-20201223-1018,2020-12-23,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,675,Cipla Quality Chemicals,R0BG2UYV,2023-05-20,6
GRN-20201224-1019,2020-12-24,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,580,Abacus Pharma,QFEMSC1Q,2023-03-23,4
GRN-20201224-1020,2020-12-24,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,1413,National Medical Stores,FG3BTDUA,2022-07-16,6
GRN-20201225-1021,2020-12-25,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,537,Joint Medical Store,M5UAMHP1,2022-06-19,1
GRN-20201225-1022,2020-12-25,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,1433,Abacus Pharma,X2HM1ZT7,2023-02-15,3
GRN-20201225-1023,2020-12-25,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,374,Joint Medical Store,78BFP7JB,2022-12-21,1
GRN-20201226-1024,2020-12-26,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,605,EMHS Uganda,09Q0O6NR,2022-11-26,2
GRN-20201226-1025,2020-12-26,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,4105,Abacus Pharma,MDGCPG16,2022-05-03,3
GRN-20201226-1026,2020-12-26,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,1423,National Medical Stores,4M3NDCQ6,2022-12-28,0
GRN-20201227-1027,2020-12-27,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,565,Joint Medical Store,L39JQ8NM,2022-05-20,1
GRN-20201228-1028,2020-12-28,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,2335,Joint Medical Store,M8NXDA2N,2022-02-09,4
GRN-20201228-1029,2020-12-28,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,1042,Joint Medical Store,7R6PSB2K,2022-09-24,1
GRN-20201229-1030,2020-12-29,Allan Galpin Health Center,D028,ORS Sachets,1855,Cipla Quality Chemicals,CFQX4ARK,2022-06-23,7
GRN-20201231-1031,2020-12-31,Allan Galpin Health Center,D002,Artesunate Injection 60mg,1114,National Medical Stores,L6D7IXYY,2023-04-19,1
GRN-20201231-1032,2020-12-31,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1135,Joint Medical Store,Y9OE5L8U,2023-01-14,7
GRN-20210101-1033,2021-01-01,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,535,National Medical Stores,9EQKD33Z,2022-07-04,4
GRN-20210101-1034,2021-01-01,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1898,Quality Chemicals Industries,WNZKFKPC,2023-01-06,7
GRN-20210103-1035,2021-01-03,Allan Galpin Health Center,D007,Azithromycin 250mg Tablets,1977,Quality Chemicals Industries,9Y3LUEGD,2022-05-12,3
GRN-20210103-1036,2021-01-03,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,540,Abacus Pharma,K9J0ZCET,2023-02-14,5
GRN-20210103-1037,2021-01-03,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,1051,Cipla Quality Chemicals,E6FGKN4D,2023-02-09,1
GRN-20210105-1038,2021-01-05,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,1313,Quality Chemicals Industries,IOWKOOUP,2023-06-06,6
GRN-20210105-1039,2021-01-05,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,1415,EMHS Uganda,P9663B2X,2022-07-31,4
GRN-20210106-1040,2021-01-06,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1608,National Medical Stores,S8EJANOW,2022-12-06,3
GRN-20210106-1041,2021-01-06,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,501,Joint Medical Store,BNU6A2O8,2022-11-14,3
GRN-20210106-1042,2021-01-06,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,760,EMHS Uganda,DGI20ROR,2022-04-11,7
GRN-20210107-1043,2021-01-07,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,868,Abacus Pharma,ESYN25UH,2022-06-13,6
GRN-20210108-1044,2021-01-08,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,2200,EMHS Uganda,JSXKT71S,2022-03-26,1
GRN-20210110-1045,2021-01-10,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,3071,Abacus Pharma,X7BWZ5M9,2022-11-05,4
GRN-20210111-1046,2021-01-11,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,1091,Quality Chemicals Industries,EXAII61D,2022-09-06,3
GRN-20210111-1047,2021-01-11,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1694,National Medical Stores,7DUQ4U8T,2022-09-07,3
GRN-20210113-1048,2021-01-13,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,356,Abacus Pharma,GV7N31WO,2022-04-03,6
GRN-20210115-1049,2021-01-15,Allan Galpin Health Center,D028,ORS Sachets,1905,Joint Medical Store,E4Y08J3T,2023-01-01,6
GRN-20210115-1050,2021-01-15,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,1435,EMHS Uganda,VAN4MZO9,2023-05-23,5
GRN-20210116-1051,2021-01-16,Allan Galpin Health Center,D021,Metformin 850mg Tablets,2574,Abacus Pharma,EI8TRRC1,2022-08-21,1
GRN-20210116-1052,2021-01-16,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1421,Cipla Quality Chemicals,U6A4CM07,2022-12-16,3
GRN-20210117-1053,2021-01-17,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,696,Abacus Pharma,GHR2ILRN,2022-04-02,2
GRN-20210117-1054,2021-01-17,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,900,Joint Medical Store,I649T5Q7,2023-02-03,2
GRN-20210118-1055,2021-01-18,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,894,Quality Chemicals Industries,Q8JYI0VK,2023-01-16,5
GRN-20210120-1056,2021-01-20,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,843,National Medical Stores,1FU3B6JQ,2022-03-05,7
GRN-20210120-1057,2021-01-20,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,428,Cipla Quality Chemicals,RDSY1EKV,2022-09-16,4
GRN-20210121-1058,2021-01-21,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1698,Joint Medical Store,U2OM56F7,2022-09-03,7
GRN-20210121-1059,2021-01-21,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,902,Abacus Pharma,XCBHRYFN,2022-08-23,7
GRN-20210122-1060,2021-01-22,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,753,Joint Medical Store,IZ80I4R5,2023-06-08,4
GRN-20210122-1061,2021-01-22,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,451,EMHS Uganda,654A6QMF,2022-12-09,0
GRN-20210122-1062,2021-01-22,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,530,Joint Medical Store,1DF82QWD,2022-12-21,1
GRN-20210123-1063,2021-01-23,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,1004,National Medical Stores,JRE00NWS,2023-03-03,6
GRN-20210123-1064,2021-01-23,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1479,National Medical Stores,RDM24ESU,2023-05-04,6
GRN-20210124-1065,2021-01-24,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,799,Joint Medical Store,JFRNACS0,2022-09-30,5
GRN-20210125-1066,2021-01-25,Allan Galpin Health Center,D007,Azithromycin 250mg Tablets,1905,EMHS Uganda,3JVT8N9J,2023-05-20,5
GRN-20210125-1067,2021-01-25,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,3803,Cipla Quality Chemicals,8AUJXMZJ,2023-02-01,5
GRN-20210125-1068,2021-01-25,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,543,Abacus Pharma,63J6RDKN,2022-03-27,1
GRN-20210125-1069,2021-01-25,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,1522,Cipla Quality Chemicals,JZCY5IQ6,2022-06-22,6
GRN-20210126-1070,2021-01-26,Allan Galpin Health Center,D002,Artesunate Injection 60mg,803,EMHS Uganda,1WWCEYKD,2023-04-20,3
GRN-20210126-1071,2021-01-26,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,1055,Quality Chemicals Industries,EW22F0GV,2023-04-21,7
GRN-20210127-1072,2021-01-27,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,887,National Medical Stores,TKXNLU3P,2023-02-06,0
GRN-20210127-1073,2021-01-27,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,3296,Quality Chemicals Industries,1E9M7B3J,2022-04-17,2
GRN-20210129-1074,2021-01-29,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,739,Abacus Pharma,VMC35IKJ,2022-07-13,1
GRN-20210130-1075,2021-01-30,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,1996,EMHS Uganda,GRTEPLEG,2023-01-13,1
GRN-20210131-1076,2021-01-31,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,1545,Abacus Pharma,8VESF6ZY,2022-03-15,7
GRN-20210131-1077,2021-01-31,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,2054,Quality Chemicals Industries,RCHNUN0Q,2023-04-11,4
GRN-20210201-1078,2021-02-01,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,1629,EMHS Uganda,PYZ6HPO1,2022-08-10,4
GRN-20210201-1079,2021-02-01,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,1332,Cipla Quality Chemicals,204N4CR9,2022-10-07,1
GRN-20210204-1080,2021-02-04,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1655,Cipla Quality Chemicals,BT3XRSSA,2022-09-14,6
GRN-20210205-1081,2021-02-05,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,889,Quality Chemicals Industries,4P9PKX85,2023-04-18,6
GRN-20210205-1082,2021-02-05,Allan Galpin Health Center,D021,Metformin 850mg Tablets,2156,Quality Chemicals Industries,JOBFYMQ1,2023-03-26,4
GRN-20210206-1083,2021-02-06,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,1713,National Medical Stores,QKIS0886,2023-01-01,3
GRN-20210207-1084,2021-02-07,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,652,Cipla Quality Chemicals,KI2SKJ18,2023-03-19,4
GRN-20210208-1085,2021-02-08,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1691,National Medical Stores,RDYTYC07,2022-12-26,3
GRN-20210209-1086,2021-02-09,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,1104,Quality Chemicals Industries,LF8XICBH,2023-02-19,5
GRN-20210209-1087,2021-02-09,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,1444,Abacus Pharma,25PSQXSI,2022-06-29,7
GRN-20210210-1088,2021-02-10,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,255,EMHS Uganda,3RNL4ABB,2022-09-06,7
GRN-20210212-1089,2021-02-12,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,457,Cipla Quality Chemicals,RW3NGLXB,2022-06-02,6
GRN-20210212-1090,2021-02-12,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,873,EMHS Uganda,QIOJDGVC,2022-03-23,3
GRN-20210213-1091,2021-02-13,Allan Galpin Health Center,D028,ORS Sachets,1754,National Medical Stores,ODBU2L8J,2022-09-09,3
GRN-20210214-1092,2021-02-14,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,760,National Medical Stores,EM6QQISL,2022-05-24,6
GRN-20210215-1093,2021-02-15,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,2871,Joint Medical Store,W63OFH08,2022-06-02,6
GRN-20210216-1094,2021-02-16,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,1549,Abacus Pharma,4X2TMG9X,2022-04-13,0
GRN-20210217-1095,2021-02-17,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1282,Cipla Quality Chemicals,X3MN19VH,2022-10-05,2
GRN-20210217-1096,2021-02-17,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,493,Cipla Quality Chemicals,L127U674,2022-05-22,4
GRN-20210217-1097,2021-02-17,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,1319,National Medical Stores,U92BSQJ3,2022-05-27,2
GRN-20210218-1098,2021-02-18,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,2646,Abacus Pharma,TNX03X5M,2023-03-03,4
GRN-20210219-1099,2021-02-19,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1713,EMHS Uganda,IVJ6MF2Q,2022-08-12,0
GRN-20210220-1100,2021-02-20,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,589,Cipla Quality Chemicals,R0RK8RJ6,2022-08-02,6
GRN-20210221-1101,2021-02-21,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,1207,National Medical Stores,HZV11PQU,2022-07-08,5
GRN-20210221-1102,2021-02-21,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,3016,Joint Medical Store,8O3O61MQ,2022-04-22,7
GRN-20210221-1103,2021-02-21,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,686,Quality Chemicals Industries,A3Z1VFF9,2023-04-27,2
GRN-20210222-1104,2021-02-22,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,1507,Cipla Quality Chemicals,JOCT9DQ6,2022-12-19,7
GRN-20210222-1105,2021-02-22,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,589,Abacus Pharma,UBHRMNWW,2022-09-04,0
GRN-20210223-1106,2021-02-23,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,676,Quality Chemicals Industries,ODX9BS4W,2022-11-23,4
GRN-20210223-1107,2021-02-23,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1409,EMHS Uganda,VD5S8Z5C,2023-04-26,0
GRN-20210224-1108,2021-02-24,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,2615,Joint Medical Store,RNBXZ16D,2022-04-06,1
GRN-20210224-1109,2021-02-24,Allan Galpin Health Center,D002,Artesunate Injection 60mg,1094,Cipla Quality Chemicals,BRRS51IF,2023-02-01,0
