drug_id,drug_name,manufacturer_country,license_holder,distribution_region,facility_type,initial_stock_units,stock_received_date,reorder_level,average_monthly_demand,delivery_frequency_days,lead_time_days,supplier_reliability_score,region_disease_outbreaks,season,transport_accessibility_score,power_stability_index,staff_availability_index,data_record_quality,storage_temperature,storage_humidity,FEFO_policy_implemented,warehouse_capacity_utilization,storage_condition_rating,stockout_occurred,expiry_rate_percent,forecast_error_percent,financial_loss_due_to_expiry_usd,delivery_delay_days,predicted_stockout_probability,expiry_risk_category,data_source
NDA/ANL/HHP/14460,Paracetamol Tablets,India,HealthLink Ltd,Northern,Clinic,1267.0,2022-01-31,205,2656,34,16,0.757,0,Dry,0.344,0.425,0.589,Moderate,25.6,55.9,1,0.94,Fair,0,9.97,16.31,48.54,1,0.46,Medium,Field Survey
NDA/MAL/HHP/14461,Ibuprofen Tablets,India,Pharma Mart Ltd,Central,Hospital,2001.0,2022-03-13,570,12070,39,18,0.581,1,Rainy,0.665,0.641,0.486,Poor,30.9,43.2,1,0.238,Fair,1,8.3,40.67,36.53,2,0.669,Medium,Simulated System Logs
NDA/ARV/HHP/14462,Azithromycin Tablets,India,Royal Pharma 2011 Ltd,Central,Clinic,1162.0,2023-10-13,294,5669,24,18,0.752,0,Rainy,0.713,0.767,1.0,High,29.2,48.0,1,0.16,Fair,1,3.32,0.21,34.71,2,0.249,Low,Field Survey
NDA/MAL/HHP/14463,Azithromycin Tablets,India,Acme Pharma Ltd,Northern,Pharmacy,1068.0,2023-08-12,226,1909,64,21,0.911,0,Dry,0.199,0.444,0.643,Moderate,28.8,63.5,1,0.313,Fair,0,8.05,13.65,131.3,1,0.343,Medium,Field Survey
NDA/ARV/HHP/14464,Ibuprofen Tablets,Kenya,Ngoma Distributors,Western,Pharmacy,1244.0,2022-04-07,131,1309,77,23,0.725,0,Rainy,0.398,0.42,0.521,Moderate,26.1,61.8,1,0.182,Fair,0,5.38,13.4,16.14,1,0.349,Medium,Scopus Research
NDA/ABX/HHP/14465,Ibuprofen Tablets,Uganda,Pharma Mart Ltd,Central,Hospital,4630.0,2025-05-12,1184,3167,35,16,0.508,0,Rainy,0.668,0.87,0.695,Moderate,34.3,79.9,1,0.116,Poor,1,9.98,13.82,128.67,3,0.436,Medium,Field Survey
NDA/ABX/HHP/14466,Amoxicillin Capsules,India,HealthLink Ltd,Northern,Hospital,3459.0,2025-05-25,770,2192,84,12,0.718,0,Rainy,0.526,0.305,0.613,Moderate,24.2,62.4,1,0.387,Excellent,0,4.86,27.65,276.14,0,0.364,Low,Simulated System Logs
NDA/MAL/HHP/14467,Metformin Tablets,India,Royal Pharma 2011 Ltd,Western,Health Centre IV,4120.0,2023-07-04,811,5144,65,20,0.809,0,Dry,0.721,0.717,0.873,High,22.3,63.0,1,0.674,Excellent,0,4.13,3.85,515.94,4,0.314,Low,Field Survey
NDA/ANL/HHP/14468,Co-trimoxazole Tablets,India,Abacus Pharma (Africa),Central,Hospital,5231.0,2022-11-08,1437,1955,43,21,0.816,0,Rainy,0.889,0.738,0.662,Moderate,19.6,58.9,0,0.684,Excellent,1,4.39,26.29,598.8,2,0.364,Low,Simulated System Logs
NDA/ARV/HHP/14469,Doxycycline Capsules,Netherlands,HealthLink Ltd,Western,Health Centre IV,1232.0,2023-09-12,252,1419,77,22,0.947,0,Rainy,0.658,0.556,0.681,Moderate,21.0,53.4,0,0.148,Excellent,0,5.16,20.2,55.02,1,0.273,Medium,Field Survey
NDA/ANL/HHP/14470,Artemether-Lumefantrine,Kenya,HealthLink Ltd,Eastern,Pharmacy,2886.0,2023-04-07,830,1885,52,18,0.855,1,Rainy,0.572,0.292,0.731,Moderate,22.7,70.9,1,0.168,Fair,0,4.68,17.72,480.06,0,0.423,Low,Field Survey
NDA/ANL/HHP/14471,Ceftriaxone Injection,Kenya,Crown Pharmaceuticals,Central,Hospital,2763.0,2024-08-30,300,3990,43,12,0.573,0,Dry,0.645,0.722,0.797,High,28.4,52.4,1,0.042,Fair,0,3.84,0.52,141.42,4,0.293,Low,Simulated System Logs
NDA/ABX/HHP/14472,Ceftriaxone Injection,China,Crown Pharmaceuticals,Central,Pharmacy,2195.0,2024-06-23,266,3263,52,15,0.552,0,Dry,1.0,0.95,0.306,Poor,20.1,38.1,0,0.341,Excellent,0,4.18,42.79,336.28,5,0.503,Low,Field Survey
NDA/ARV/HHP/14473,Tenofovir-Lamivudine-Dolutegravir,China,Pharma Mart Ltd,Central,Hospital,4864.0,2024-02-23,1199,385,61,14,0.45,0,Dry,0.713,0.767,0.607,Moderate,25.1,53.4,0,0.381,Fair,1,6.05,18.88,5000.0,4,0.479,Medium,Field Survey
NDA/ABX/HHP/14474,Co-trimoxazole Tablets,China,Royal Pharma 2011 Ltd,Western,Warehouse,9677.0,2025-04-06,2438,1119,64,16,0.907,0,Rainy,0.432,0.658,0.513,Moderate,22.5,55.1,1,0.773,Excellent,0,3.63,21.29,1656.58,0,0.337,Low,Scopus Research
NDA/CHR/HHP/14475,Co-trimoxazole Tablets,Kenya,Abacus Pharma (Africa),Central,Warehouse,7738.0,2022-02-01,2081,1521,84,21,0.57,0,Dry,0.817,0.913,0.805,High,26.8,57.0,1,0.62,Fair,0,5.44,12.27,184.55,10,0.384,Medium,Simulated System Logs
NDA/ARV/HHP/14476,Paracetamol Tablets,India,Crown Pharmaceuticals,Central,Clinic,356.0,2025-08-28,84,2338,75,17,0.703,0,Dry,0.631,0.737,0.489,Poor,26.0,69.9,1,0.538,Fair,0,3.58,34.91,2.08,3,0.498,Low,Field Survey
NDA/ANL/HHP/14477,Amlodipine Tablets,India,HealthLink Ltd,Eastern,Health Centre IV,2076.0,2023-10-31,297,1042,22,18,0.789,0,Rainy,0.614,0.393,0.614,Moderate,22.7,45.5,0,0.261,Excellent,1,3.1,18.07,57.55,0,0.305,Low,Simulated System Logs
NDA/CHR/HHP/14478,Omeprazole Capsules,India,Abacus Pharma (Africa),Western,Warehouse,8949.0,2025-10-01,1285,393,34,20,0.968,0,Rainy,0.439,0.798,0.588,Moderate,26.5,50.9,0,0.879,Fair,0,7.39,14.13,2344.62,1,0.296,Medium,Simulated System Logs
NDA/CHR/HHP/14479,Tenofovir-Lamivudine-Dolutegravir,Malaysia,HealthLink Ltd,Central,Health Centre IV,2525.0,2025-10-23,623,6862,16,16,0.715,0,Rainy,0.698,0.773,0.594,Moderate,25.2,58.3,1,0.205,Fair,0,3.98,21.93,673.87,3,0.352,Low,Field Survey
NDA/ANL/HHP/14480,Azithromycin Tablets,China,Royal Pharma 2011 Ltd,Western,Clinic,1194.0,2022-09-12,196,5173,20,17,0.775,0,Rainy,0.6,0.695,0.462,Poor,25.5,59.6,1,0.401,Fair,0,3.79,27.76,70.67,2,0.388,Low,Simulated System Logs
NDA/ARV/HHP/14481,Amoxicillin Capsules,India,Ngoma Distributors,Central,Hospital,2917.0,2022-01-16,488,3599,27,20,0.66,0,Dry,0.7,0.874,0.918,Moderate,22.6,49.5,1,0.38,Excellent,1,3.1,18.72,152.89,2,0.401,Low,Field Survey
NDA/ARV/HHP/14482,Metformin Tablets,Malaysia,Ngoma Distributors,Central,Hospital,5666.0,2024-02-11,1047,6915,75,7,0.752,0,Dry,0.781,0.671,0.674,Moderate,18.4,60.3,1,0.371,Excellent,0,1.15,8.47,155.49,1,0.306,Low,Simulated System Logs
NDA/ARV/HHP/14483,Paracetamol Tablets,China,Ngoma Distributors,Western,Clinic,1443.0,2022-01-10,185,4893,78,16,0.848,0,Dry,0.482,0.568,0.731,Moderate,22.4,47.5,0,0.495,Excellent,0,6.76,24.98,14.7,3,0.401,Medium,Simulated System Logs
NDA/ANL/HHP/14484,Amoxicillin Capsules,China,MedPlus Uganda,Central,Health Centre IV,4574.0,2023-05-27,612,6893,8,10,0.859,0,Rainy,0.902,0.831,0.955,High,16.7,56.5,0,0.586,Excellent,0,5.73,0.0,332.02,2,0.201,Medium,Simulated System Logs
NDA/ABX/HHP/14485,Tenofovir-Lamivudine-Dolutegravir,Malaysia,Pharma Mart Ltd,Central,Clinic,1306.0,2023-05-24,365,3753,86,18,0.946,1,Rainy,0.641,0.824,0.509,Moderate,20.5,45.8,1,0.568,Excellent,0,6.17,19.65,618.31,3,0.394,Medium,Simulated System Logs
NDA/MAL/HHP/14486,Metformin Tablets,Malaysia,Abacus Pharma (Africa),Central,Hospital,4631.0,2025-11-14,1362,717,52,19,0.548,0,Rainy,0.71,0.787,0.715,Moderate,31.2,66.0,0,0.103,Fair,1,9.19,11.22,737.8,2,0.401,Medium,Simulated System Logs
NDA/CHR/HHP/14487,Ceftriaxone Injection,India,Acme Pharma Ltd,Central,Health Centre IV,2807.0,2022-11-01,313,6869,12,13,0.537,0,Rainy,0.841,0.816,0.628,Moderate,37.5,69.8,0,0.329,Fair,0,17.67,23.02,1582.41,6,0.362,High,Field Survey
NDA/ARV/HHP/14488,Amoxicillin Capsules,India,MedPlus Uganda,Central,Clinic,449.0,2022-02-17,88,1337,88,11,0.947,0,Dry,0.642,0.58,0.946,Moderate,22.5,69.5,0,0.571,Excellent,0,7.29,12.73,22.55,0,0.237,Medium,Simulated System Logs
NDA/ABX/HHP/14489,Paracetamol Tablets,Malaysia,Royal Pharma 2011 Ltd,Central,Clinic,364.0,2023-06-01,92,2305,28,10,0.519,0,Dry,0.727,0.739,0.539,Moderate,29.9,67.7,0,0.664,Fair,0,10.87,25.87,13.13,1,0.43,Medium,Field Survey
NDA/ANL/HHP/14490,Ibuprofen Tablets,Uganda,Acme Pharma Ltd,Eastern,Hospital,5463.0,2022-10-06,1331,5121,18,28,0.451,0,Rainy,0.636,0.649,1.0,High,29.2,63.7,1,0.276,Fair,1,10.58,9.58,111.15,9,0.435,Medium,Field Survey
NDA/MAL/HHP/14491,Azithromycin Tablets,Kenya,Abacus Pharma (Africa),Central,Hospital,4081.0,2023-08-06,866,4680,46,7,0.929,0,Dry,0.88,0.691,0.655,Moderate,28.9,55.0,0,0.156,Fair,0,7.27,21.67,437.21,0,0.245,Medium,Simulated System Logs
NDA/MAL/HHP/14492,Co-trimoxazole Tablets,China,HealthLink Ltd,Central,Hospital,2088.0,2023-06-13,592,3583,36,21,0.868,0,Dry,0.723,0.867,0.618,Moderate,26.0,56.4,0,0.25,Fair,0,2.78,17.88,285.79,1,0.264,Low,Field Survey
NDA/ANL/HHP/14493,Metformin Tablets,India,Pharma Mart Ltd,Northern,Hospital,3830.0,2025-07-21,492,1594,11,19,0.692,0,Dry,0.486,0.462,0.504,Moderate,26.8,67.5,1,0.369,Fair,0,5.56,18.69,520.11,1,0.427,Medium,Simulated System Logs
NDA/ARV/HHP/14494,Amlodipine Tablets,Netherlands,Acme Pharma Ltd,Northern,Health Centre IV,2121.0,2024-10-28,605,4631,40,16,0.725,0,Rainy,0.44,0.252,0.737,Moderate,30.3,46.4,1,0.728,Fair,1,7.57,16.66,99.85,2,0.453,Medium,Simulated System Logs
NDA/CHR/HHP/14495,Co-trimoxazole Tablets,India,Pharma Mart Ltd,Central,Clinic,100.0,2025-12-03,30,4289,75,18,0.723,0,Dry,0.8,0.81,0.809,High,24.6,51.2,0,0.66,Excellent,0,7.91,7.6,9.03,0,0.319,Medium,Simulated System Logs
NDA/ABX/HHP/14496,Artemether-Lumefantrine,Kenya,MedPlus Uganda,Central,Clinic,748.0,2022-10-09,92,813,25,16,0.896,0,Rainy,0.659,0.846,0.391,Poor,20.1,72.9,1,0.675,Fair,0,6.42,32.35,475.26,0,0.41,Medium,Field Survey
NDA/MAL/HHP/14497,Omeprazole Capsules,India,HealthLink Ltd,Eastern,Pharmacy,1853.0,2023-07-13,343,570,28,21,0.397,0,Dry,0.521,0.675,0.472,Poor,25.4,45.4,0,0.212,Fair,1,4.48,41.02,152.64,10,0.678,Low,Scopus Research
NDA/ANL/HHP/14498,Artemether-Lumefantrine,Spain,MedPlus Uganda,Eastern,Hospital,3870.0,2025-06-13,1111,5926,15,21,0.771,0,Dry,0.486,0.55,0.737,Moderate,24.8,74.2,1,0.241,Fair,0,5.61,22.16,1381.93,6,0.38,Medium,Scopus Research
NDA/CHR/HHP/14499,Artemether-Lumefantrine,India,Pharma Mart Ltd,Central,Hospital,6816.0,2024-04-06,1535,12826,57,18,0.814,1,Rainy,0.698,0.649,0.667,Moderate,18.8,42.3,1,0.306,Excellent,0,3.98,20.75,3719.44,3,0.393,Low,Scopus Research
NDA/CHR/HHP/14500,Metformin Tablets,Kenya,Pharma Mart Ltd,Northern,Health Centre IV,1620.0,2024-12-03,461,178,8,18,0.777,0,Dry,0.501,0.322,0.81,Moderate,,67.1,1,0.21,Fair,0,5.69,20.58,327.59,3,0.351,Medium,Field Survey
NDA/CHR/HHP/14501,Metformin Tablets,Netherlands,HealthLink Ltd,Central,Clinic,1490.0,2025-03-09,215,2183,87,16,0.6,0,Rainy,0.572,0.727,0.607,Moderate,25.2,63.1,1,0.408,Fair,1,3.7,12.65,35.62,2,0.406,Low,Simulated System Logs
NDA/MAL/HHP/14502,Omeprazole Capsules,Malaysia,Abacus Pharma (Africa),Western,Hospital,4298.0,2024-06-03,1042,3240,16,15,0.7,0,Dry,0.643,0.597,0.653,Moderate,19.5,44.5,1,0.053,Excellent,1,8.97,21.76,832.64,3,0.332,Medium,Simulated System Logs
NDA/ANL/HHP/14503,Amlodipine Tablets,Malaysia,Abacus Pharma (Africa),Western,Health Centre IV,2092.0,2025-04-12,409,4731,86,23,0.652,0,Rainy,0.446,0.618,0.762,High,27.8,51.7,1,0.486,Fair,1,9.4,8.33,586.64,5,0.385,Medium,Field Survey
NDA/ABX/HHP/14504,Doxycycline Capsules,India,Crown Pharmaceuticals,Central,Clinic,224.0,2023-08-22,65,4763,25,17,0.547,0,Dry,0.658,0.818,0.805,High,22.0,43.6,0,0.742,Excellent,0,7.26,14.81,31.92,3,0.42,Medium,Simulated System Logs
NDA/ABX/HHP/14505,Azithromycin Tablets,China,Royal Pharma 2011 Ltd,Central,Health Centre IV,2854.0,2024-07-14,383,8815,58,7,0.763,0,Dry,0.822,0.704,0.749,Moderate,22.2,54.5,0,0.18,Excellent,1,5.08,14.76,239.42,0,0.271,Medium,Simulated System Logs
NDA/ARV/HHP/14506,Amoxicillin Capsules,Kenya,Abacus Pharma (Africa),Northern,Health Centre IV,3495.0,2024-01-11,622,2982,35,20,0.521,0,Dry,0.309,0.566,0.899,High,33.0,87.3,1,0.265,Poor,1,11.76,2.38,735.91,3,0.443,Medium,Simulated System Logs
NDA/MAL/HHP/14507,Co-trimoxazole Tablets,India,Pharma Mart Ltd,Central,Warehouse,9389.0,2022-08-20,2173,1068,24,15,0.822,0,Dry,0.781,0.955,0.739,Moderate,27.2,56.1,1,0.839,Fair,0,6.4,6.29,2365.07,2,0.341,Medium,Simulated System Logs
NDA/CHR/HHP/14508,Ibuprofen Tablets,Uganda,HealthLink Ltd,Northern,Clinic,1320.0,2024-08-26,343,4013,9,14,0.941,0,Dry,0.61,0.317,0.652,Moderate,23.7,66.3,1,0.455,Excellent,1,1.87,15.49,10.62,0,0.271,Low,Simulated System Logs
NDA/ABX/HHP/14509,Omeprazole Capsules,India,MedPlus Uganda,Central,Warehouse,8529.0,2024-10-29,2176,248,27,20,0.655,0,Rainy,0.714,0.899,0.786,High,24.4,53.5,1,0.292,Excellent,0,1.84,5.66,669.42,2,0.38,Low,Simulated System Logs
NDA/MAL/HHP/14510,Tenofovir-Lamivudine-Dolutegravir,Spain,Ngoma Distributors,Western,Pharmacy,1938.0,2024-11-27,540,2778,12,20,0.633,0,Rainy,0.43,0.686,0.703,Moderate,20.2,74.2,1,0.355,Fair,0,5.36,24.41,1793.07,5,0.465,Medium,Field Survey
NDA/ANL/HHP/14511,Amlodipine Tablets,Kenya,Royal Pharma 2011 Ltd,Central,Pharmacy,2010.0,2025-03-28,224,5558,70,14,0.387,0,Rainy,0.708,0.758,1.0,High,23.8,54.2,1,0.257,Excellent,1,3.18,3.57,239.85,0,0.4,Low,Simulated System Logs
NDA/CHR/HHP/14512,Azithromycin Tablets,Kenya,Abacus Pharma (Africa),Eastern,Clinic,1075.0,2025-06-17,195,1003,75,23,0.82,0,Dry,0.453,0.509,0.771,High,23.6,56.7,1,0.652,Excellent,1,6.8,10.47,115.97,3,0.352,Medium,Simulated System Logs
NDA/ABX/HHP/14513,Ibuprofen Tablets,Uganda,HealthLink Ltd,Central,Hospital,3894.0,2022-12-09,441,338,50,21,0.919,0,Dry,0.604,0.824,0.822,High,19.8,69.2,1,0.506,Excellent,0,3.43,11.98,10.65,2,0.267,Low,Simulated System Logs
NDA/ABX/HHP/14514,Co-trimoxazole Tablets,Malaysia,Acme Pharma Ltd,Central,Hospital,2876.0,2024-04-14,289,3440,69,17,0.713,0,Rainy,0.801,0.824,0.483,Poor,25.0,63.7,0,0.333,Excellent,0,3.14,42.02,257.21,1,0.457,Low,Scopus Research
NDA/ARV/HHP/14515,Amlodipine Tablets,Netherlands,HealthLink Ltd,Central,Clinic,1443.0,2023-01-31,410,4614,35,7,0.904,0,Dry,0.741,0.918,0.575,Moderate,21.8,67.6,1,0.375,Excellent,1,2.29,21.89,147.62,0,0.228,Low,Scopus Research
NDA/ARV/HHP/14516,Amoxicillin Capsules,India,Crown Pharmaceuticals,Northern,Hospital,3705.0,2022-02-06,822,5461,47,22,0.521,0,Dry,0.566,0.452,0.548,Moderate,17.1,49.8,1,0.133,Excellent,1,2.3,21.89,62.17,3,0.445,Low,Simulated System Logs
NDA/ARV/HHP/14517,Metformin Tablets,India,HealthLink Ltd,Central,Clinic,555.0,2024-01-28,139,5553,80,8,0.878,0,Dry,0.576,0.799,0.78,High,24.7,56.6,1,0.197,Excellent,0,2.52,8.24,43.85,0,0.187,Low,Field Survey
NDA/CHR/HHP/14518,Tenofovir-Lamivudine-Dolutegravir,India,HealthLink Ltd,Eastern,Pharmacy,668.0,2025-11-06,170,1368,42,17,0.984,0,Rainy,0.35,0.512,0.674,Moderate,23.0,63.1,1,0.238,Excellent,0,0.2,15.18,9.8,1,0.26,Low,Simulated System Logs
NDA/ANL/HHP/14519,Amlodipine Tablets,Malaysia,Crown Pharmaceuticals,Central,Hospital,5537.0,2024-06-08,846,1126,74,12,0.4,0,Dry,0.76,0.792,0.908,High,25.6,55.7,0,0.365,Fair,0,7.05,8.71,1214.05,3,0.438,Medium,Simulated System Logs
NDA/CHR/HHP/14520,Ibuprofen Tablets,Kenya,Ngoma Distributors,Western,Hospital,6077.0,2022-08-29,1800,7643,82,15,0.554,0,Dry,0.562,0.707,0.844,High,21.3,,0,0.317,Excellent,0,8.85,9.9,108.28,3,0.365,Medium,Scopus Research
NDA/ANL/HHP/14521,Azithromycin Tablets,India,MedPlus Uganda,Central,Hospital,4486.0,2022-02-02,456,8811,35,12,0.938,0,Dry,0.719,0.648,0.664,Moderate,29.3,63.3,1,0.618,Fair,0,8.02,25.0,258.68,0,0.261,Medium,Field Survey
NDA/ARV/HHP/14522,Tenofovir-Lamivudine-Dolutegravir,Kenya,Abacus Pharma (Africa),Northern,Warehouse,9880.0,2024-12-20,2111,1520,77,15,0.716,0,Dry,0.361,0.472,0.646,Moderate,25.2,63.4,0,0.777,Fair,0,10.36,22.4,5000.0,2,0.442,Medium,Simulated System Logs
NDA/ABX/HHP/14523,Ibuprofen Tablets,Kenya,Acme Pharma Ltd,Northern,Clinic,288.0,2023-06-06,50,2336,84,28,0.719,0,Dry,0.267,0.662,0.377,Poor,31.1,66.5,0,0.189,Fair,0,10.61,40.27,13.2,7,0.612,Medium,Simulated System Logs
NDA/ANL/HHP/14524,Amoxicillin Capsules,Kenya,Abacus Pharma (Africa),Central,Pharmacy,1707.0,2023-04-02,340,1609,43,18,0.6,0,Rainy,0.714,0.856,0.555,Moderate,22.3,69.8,0,0.492,Excellent,1,6.27,26.54,74.53,5,0.442,Medium,Simulated System Logs
NDA/ANL/HHP/14525,Amoxicillin Capsules,Spain,HealthLink Ltd,Eastern,Pharmacy,2358.0,2023-11-12,418,7767,32,27,0.566,0,Rainy,0.307,0.42,0.683,Moderate,21.1,63.6,1,0.8,Excellent,1,5.13,14.66,200.34,6,0.557,Medium,Field Survey
NDA/ANL/HHP/14526,Metformin Tablets,Spain,MedPlus Uganda,Western,Clinic,1073.0,2024-09-21,281,197,60,23,0.478,0,Rainy,0.428,0.52,0.48,Poor,21.0,66.7,1,0.5,Excellent,0,2.31,29.44,13.41,11,0.635,Low,Field Survey
NDA/MAL/HHP/14527,Metformin Tablets,China,Pharma Mart Ltd,Northern,Pharmacy,809.0,2023-07-13,214,5457,36,18,0.557,0,Dry,0.326,0.262,0.584,Moderate,22.0,52.8,1,0.42,Excellent,1,6.08,15.88,241.03,3,0.461,Medium,Simulated System Logs
NDA/MAL/HHP/14528,Amoxicillin Capsules,Malaysia,Abacus Pharma (Africa),Western,Hospital,3012.0,2025-11-05,863,1049,45,12,0.688,0,Rainy,0.794,0.505,0.612,Moderate,30.3,86.9,1,0.476,Poor,0,11.6,16.98,598.16,1,0.377,Medium,Scopus Research
NDA/MAL/HHP/14529,Azithromycin Tablets,India,Ngoma Distributors,Eastern,Hospital,6380.0,2023-10-24,1627,5597,57,10,0.629,0,Rainy,0.451,0.546,0.258,Poor,27.0,54.2,1,0.805,Fair,1,7.64,38.8,556.54,0,0.508,Medium,Field Survey
NDA/ANL/HHP/14530,Omeprazole Capsules,Netherlands,Pharma Mart Ltd,Eastern,Health Centre IV,2342.0,2022-06-09,278,4146,84,20,0.954,0,Dry,0.388,0.532,0.619,Moderate,25.0,71.0,1,0.262,Fair,0,5.31,17.45,99.26,0,0.228,Medium,Field Survey
NDA/ANL/HHP/14531,Co-trimoxazole Tablets,Malaysia,MedPlus Uganda,Eastern,Pharmacy,2618.0,2024-11-30,607,3563,72,25,0.413,0,Rainy,0.076,0.697,0.508,Moderate,26.6,67.3,1,0.584,Fair,0,6.92,21.94,839.64,4,0.599,Medium,Scopus Research
NDA/CHR/HHP/14532,Amlodipine Tablets,China,Crown Pharmaceuticals,Central,Pharmacy,2785.0,2024-02-01,807,4098,41,9,0.625,0,Dry,0.743,0.808,0.836,Moderate,24.7,77.3,1,0.776,Fair,1,6.46,9.24,819.97,2,0.371,Medium,Scopus Research
NDA/ABX/HHP/14533,Amoxicillin Capsules,Malaysia,MedPlus Uganda,Northern,Hospital,2577.0,2025-01-25,667,4547,34,17,0.844,0,Dry,0.377,0.397,0.457,Poor,31.3,39.0,1,0.735,Fair,1,16.02,29.85,438.4,0,0.51,High,Field Survey
NDA/MAL/HHP/14534,Azithromycin Tablets,Kenya,Acme Pharma Ltd,Northern,Health Centre IV,1726.0,2022-08-30,297,2919,71,21,0.587,0,Dry,0.588,0.421,0.577,Moderate,20.7,64.4,0,0.472,Excellent,1,6.11,18.07,207.77,5,0.452,Medium,Field Survey
NDA/ANL/HHP/14535,Amoxicillin Capsules,Malaysia,Abacus Pharma (Africa),Central,Health Centre IV,3577.0,2023-02-26,705,3735,59,12,0.959,0,Dry,0.737,0.954,0.698,Moderate,29.1,62.1,0,0.373,Fair,0,3.05,9.92,154.72,0,0.232,Low,Field Survey
NDA/MAL/HHP/14536,Ceftriaxone Injection,China,Abacus Pharma (Africa),Central,Pharmacy,2511.0,2025-07-08,477,787,52,14,0.488,0,Dry,0.791,0.798,0.761,High,25.7,53.5,1,0.559,Fair,1,8.51,14.55,448.49,8,0.381,Medium,Simulated System Logs
NDA/ANL/HHP/14537,Co-trimoxazole Tablets,Netherlands,Acme Pharma Ltd,Central,Hospital,4600.0,2023-04-29,715,2605,85,18,0.919,0,Rainy,0.597,0.708,0.982,High,17.3,71.1,0,0.361,Fair,0,6.21,5.56,871.92,0,0.284,Medium,Scopus Research
NDA/ANL/HHP/14538,Artemether-Lumefantrine,Spain,Crown Pharmaceuticals,Central,Hospital,6608.0,2022-01-31,1139,2126,32,18,0.67,0,Dry,0.893,0.825,0.851,High,26.2,74.7,1,0.038,Poor,1,4.97,4.99,5000.0,2,0.243,Low,Simulated System Logs
NDA/MAL/HHP/14539,Co-trimoxazole Tablets,India,Crown Pharmaceuticals,Western,Warehouse,9749.0,2024-07-02,1691,847,7,18,0.771,0,Dry,0.518,0.451,0.776,High,23.7,75.9,0,0.573,Fair,0,9.1,9.05,985.06,3,0.341,Medium,Field Survey
NDA/ARV/HHP/14540,Co-trimoxazole Tablets,India,Pharma Mart Ltd,Central,Health Centre IV,1868.0,2023-09-01,342,7979,54,8,0.799,0,Rainy,0.934,0.739,0.341,Poor,26.7,44.0,1,0.454,Fair,1,8.33,34.15,377.56,0,0.393,Medium,Simulated System Logs
NDA/ARV/HHP/14541,Metformin Tablets,India,HealthLink Ltd,Western,Hospital,3583.0,2023-03-10,505,1876,89,7,0.774,0,Rainy,0.72,0.785,0.727,Moderate,28.8,53.6,0,0.471,Fair,0,4.24,15.67,571.51,0,0.32,Low,Simulated System Logs
NDA/ARV/HHP/14542,Tenofovir-Lamivudine-Dolutegravir,India,Crown Pharmaceuticals,Northern,Hospital,3680.0,2023-09-10,613,6985,82,20,0.723,1,Rainy,0.467,0.45,1.0,High,28.8,63.1,1,0.616,Fair,1,9.02,0.0,3111.09,2,0.51,Medium,Simulated System Logs
NDA/CHR/HHP/14543,Doxycycline Capsules,China,Royal Pharma 2011 Ltd,Central,Clinic,1349.0,2024-07-24,176,5608,75,18,0.818,0,Dry,0.902,0.735,0.861,Moderate,17.7,63.7,0,0.299,Excellent,1,5.33,15.62,109.17,0,0.287,Medium,Simulated System Logs
NDA/CHR/HHP/14544,Omeprazole Capsules,Kenya,Pharma Mart Ltd,Western,Clinic,595.0,2023-10-26,127,6153,23,15,0.799,0,Rainy,0.555,0.542,1.0,High,14.9,53.0,0,0.601,Excellent,1,4.22,16.52,27.34,1,0.339,Low,Simulated System Logs
NDA/ARV/HHP/14545,Co-trimoxazole Tablets,Netherlands,HealthLink Ltd,Western,Hospital,2607.0,2023-10-15,641,7197,88,22,0.838,0,Rainy,0.479,0.405,0.719,Moderate,20.9,47.7,1,0.584,Excellent,0,7.27,22.84,596.0,0,0.418,Medium,Field Survey
NDA/ARV/HHP/14546,Omeprazole Capsules,China,Acme Pharma Ltd,Central,Hospital,6687.0,2024-01-28,1367,877,67,20,0.412,0,Dry,0.71,0.971,0.748,Moderate,26.0,56.3,1,0.083,Fair,0,3.13,11.6,580.99,10,0.48,Low,Scopus Research
NDA/CHR/HHP/14547,Metformin Tablets,Netherlands,Crown Pharmaceuticals,Eastern,Hospital,4001.0,2023-07-11,402,3643,39,23,0.798,0,Dry,0.435,0.675,0.596,Moderate,23.6,63.1,1,0.638,Excellent,1,8.97,17.4,1029.56,1,0.365,Medium,Field Survey
NDA/CHR/HHP/14548,Ibuprofen Tablets,China,Abacus Pharma (Africa),Central,Health Centre IV,1649.0,2022-12-27,493,7288,65,13,0.452,0,Dry,0.765,0.778,0.496,Poor,25.0,76.9,1,0.376,Fair,0,3.04,32.52,9.78,6,0.571,Low,Simulated System Logs
NDA/CHR/HHP/14549,Metformin Tablets,Netherlands,HealthLink Ltd,Northern,Health Centre IV,2477.0,2022-03-31,265,2977,23,16,0.784,0,Rainy,0.346,0.591,0.921,High,30.1,58.6,0,0.138,Fair,1,8.82,6.31,587.4,1,0.281,Medium,Field Survey
NDA/ARV/HHP/14550,Amoxicillin Capsules,Spain,MedPlus Uganda,Central,Hospital,3438.0,2025-10-29,921,4506,49,17,0.798,0,Rainy,0.764,0.661,0.622,Moderate,28.7,59.2,1,0.422,Fair,0,4.34,20.58,167.44,0,0.37,Low,Field Survey
